Unnamed: 0.1,Unnamed: 0,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,imdb_rating,where_to_watch
1523,2154,262,The King of Comedy,7.8,2015,Released,1982-12-18,2536000,109,False,/npoUm3stzUM2lR46ClLDwBZDaeZ.jpg,19000000,https://www.newregency.com/movies/the-king-of-comedy,tt0085794,en,The King of Comedy,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",21.491,/3BM78deUfeZfShqPTblZuamgC8a.jpg,It's No Laughing Matter.,"Drama, Comedy","Embassy International Pictures, 20th Century Fox",United States of America,English,"prison, new york city, blackmail, show business, entertainer, fbi, studio, receptionist",7.8,['Amazon Prime Video']
1524,2157,10867,Malena,7.428,2010,Released,2000-03-16,14493284,109,False,/gYIvYOOeEbgz4AuZoNBao95hwgx.jpg,0,,tt0213847,it,Malèna,"During WWII, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.",37.724,/3OyQTl0IGkbnjDxd3MhztfPE34g.jpg,"Too young to be a widow, too beautiful to be alone.",Drama,"Miramax, Medusa Produzione, Pacific Pictures, TELE+","Italy, United States of America",Italian,"jealousy, sicily, italy, world war ii, longing, sex trafficking, intrigue, pretty woman",7.4,['Amazon Prime Video']
1525,2158,104,Run Lola Run,7.321,2009,Released,1998-03-03,7267585,81,False,/lhsrT0SbPaqmBMHLd5N83j8XAFy.jpg,1530000,,tt0130827,de,Lola rennt,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",18.341,/v0giIi4bTILVhNhJajet3WWY3FA.jpg,Every second of every day you're faced with a decision that can change your life.,"Action, Drama, Thriller","X Filme Creative Pool, WDR",Germany,"German, English, Japanese","daughter, race against time, berlin, germany, homeless person, casino, red hair, nun, supermarket, ambulance, subway, money, fate, time loop",7.6,['Amazon Prime Video']
1526,2160,1646,Freedom Writers,7.911,2007,Released,2007-01-05,43095175,123,False,/n7zm7vcZ5m2nSV9Scyh2axpY8d4.jpg,21000000,http://www.freedomwriters.com/,tt0463998,en,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",29.828,/81AdeUQT99N0xPg3j6RVh0YGOTk.jpg,Their story. Their world. Their future.,"Crime, Drama","Double Feature Films, Jersey Films, Kernos Filmproduktionsgesellschaft & Company","Germany, United States of America","Spanish, English","daughter, high school, based on novel or book, black people, holocaust (shoah), ghetto, diary, violence in schools, principal witness , biography, racial segregation, anne frank, school excursion, idealism, based on true story, racial tension, gang violence",7.6,['Amazon Prime Video']
1530,2173,387,Das Boot,8.083,1991,Released,1981-09-17,85000000,150,False,/tRI6Csmw4rKzMYDrfUx5xtyBSVE.jpg,14000000,http://www.dasboot.com,tt0082096,de,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",32.423,/9nV5YlX05MHC7zZzffY9kgc8r5d.jpg,When the hunters become the hunted.,"Drama, History, War","Radiant Film GmbH, Süddeutscher Rundfunk, Bavaria Film, Twin Bros. Productions, Columbia Pictures, WDR, PSO",Germany,"German, English, French","based on novel or book, submarine, war correspondent, atlantic ocean, gibraltar, world war ii, duty, suicide mission, drinking, sailor, convoy, destroyer, naval warfare, naval battle, battle of the atlantic",8.4,['Amazon Prime Video']
1532,2175,921,Cinderella Man,7.531,1990,Released,2005-06-02,108539911,144,False,/40PwKtiXIZhHS1NmDko6h8EA391.jpg,88000000,http://www.cinderellamanmovie.com/index.php,tt0352248,en,Cinderella Man,"The true story of boxer Jim Braddock who, following his retirement in the 1920s, makes a surprise comeback in order to lift his family out of poverty.",16.786,/i7OYyyAB2pSW9YwK0M2swDz6xSc.jpg,One man's extraordinary fight to save the family he loved.,"Romance, Drama, History","Universal Pictures, Miramax, Imagine Entertainment, Buena Vista International, Touchstone Pictures",United States of America,English,"daughter, transporter, sports, world cup, socially deprived family, boxer, family's daily life, netherlands, comeback, defeat, training, heavy weight, folk hero, biography, boxing",8.0,['Amazon Prime Video']
1538,2185,470044,The Hate U Give,8.162,1983,Released,2018-10-19,34934009,133,False,/kH8xW7K2Gp1KOXoeewcLPkfqZ8K.jpg,23000000,http://thehateugive.com,tt5580266,en,The Hate U Give,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",38.819,/2icwBom0t5nmOuZI9FVXF3gkMK0.jpg,Two worlds. One voice. No going back.,"Crime, Drama",Temple Hill Entertainment,United States of America,English,"high school, based on novel or book, trauma, protest, riot, teenage girl, racism, police officer, preparatory school, racial profiling, generation z, based on young adult novel",7.5,['Amazon Prime Video']
1540,2192,642,Butch Cassidy and the Sundance Kid,7.604,1972,Released,1969-01-15,102308889,111,False,/C6jcUqld8M6hZQmzBxgwHuQ4qT.jpg,6000000,,tt0064115,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",23.266,/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,"Not that it matters, but most of it is true.",Western,"Campanile Productions, 20th Century Fox, George Roy Hill-Paul Monash Production, Newman-Foreman Company",United States of America,"English, Spanish","dynamite, bolivia, male friendship, on the run, shootout, buddy, train robbery, posse, last stand, escape plan, western bandits, preserved film",8.0,['Amazon Prime Video']
1546,2203,568160,Weathering with You,8.0,1964,Released,2019-06-19,186965409,112,False,/wRDyTXw5j0RN9M03xZlHYkoNLCI.jpg,0,https://gkidstickets.com/us/weathering-with-you/,tt9426210,ja,天気の子,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",26.82,/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg,A story about the secret of this world that only I and she know.,"Animation, Drama, Fantasy, Romance","CoMix Wave Films, Story, TOHO, KADOKAWA, voque ting, East Japan Marketing & Communications, Lawson Entertainment, Sound Team・Don Juan, ""Weathering With You"" Film Partners",Japan,Japanese,"japan, magic, climate change, rain, surrealism, weather, weather manipulation, romance, slice of life, tokyo, japan, orphan, summer, flood, japanese mythology, anime, time skip, supernatural power",7.5,['Amazon Prime Video']
1547,2204,345938,The Shack,7.495,1963,Released,2017-03-03,96942115,132,False,/bAup7FGUlmNVOuhZFlLgmDPo0Eg.jpg,20000000,https://lionsgate.com/movies/the-shack,tt2872518,en,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",45.301,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,You're never as alone as you think.,"Drama, Fantasy","Summit Entertainment, Netter Productions",United States of America,English,"based on novel or book, loss of loved one, christianity, guilt, death of daughter, family trip, christian film, christian",6.3,['Amazon Prime Video']
1548,2205,38286,Three Men and a Leg,7.963,1963,Released,1997-12-27,0,98,False,/xhm7SfFI5ApWoqFVNnEnYxbIxJT.jpg,0,,tt0135007,it,Tre uomini e una gamba,"Friends Aldo, Giovanni, and Giacomo travel from north to south for Giacomo's wedding, carrying a precious item: the father of the bride, a tyrannical rich man who is both their boss and father-in-law (also Aldo and Giovanni married his daughters), has entrusted them with a wooden leg, the work of a famous artist.",9.929,/2iVqgn6vnxDYqbRh7u15Q4XgG2M.jpg,,Comedy,"Rodeo Drive, A.Gi.Di., Medusa Film",Italy,Italian,"self-discovery, male friendship, city country contrast, wooden leg, road movie, three wives, three guys",7.7,['Amazon Prime Video']
1554,2212,901,City Lights,8.306,1957,Released,1931-02-01,4250000,87,False,/n0Cju2Eu3VyrUFl32thblHFWznA.jpg,1500000,https://www.charliechaplin.com/en/films/5-City-Lights,tt0021749,en,City Lights,"In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.",14.114,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,True Blind Love,"Comedy, Romance, Drama","Charles Chaplin Productions, United Artists",United States of America,No Language,"blindness and impaired vision, eye operation, operation, love of one's life, suicide attempt, flower shop, flower girl, tramp, love, black and white, millionaire, silent film, blind girl, little tramp, feel good",8.5,['Amazon Prime Video']
1555,2213,548,Rashomon,8.124,1956,Released,1950-08-26,96568,88,False,/zyO6j74DKMWfp5snWg6Hwo0T3Mz.jpg,250000,,tt0042876,ja,羅生門,"Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",22.65,/vL7Xw04nFMHwnvXRFCmYYAzMUvY.jpg,"The husband, the wife… or the bandit?","Crime, Drama, Mystery",Daiei Film,Japan,Japanese,"dying and death, japan, samurai, rape, court case, court, truth, rain, woodcutter, subjectivity, medium, sunlight, criminal, based on short story, multiple perspectives, jidaigeki, heian period",8.1,['Amazon Prime Video']
1557,2216,10024,My Sister's Keeper,7.36,1952,Released,2009-06-26,95714875,109,False,/zpVMWiNJgcwHB0zIMGjXQMnSKPZ.jpg,30000000,http://www.mysisterskeepermovie.com/,tt1078588,en,My Sister's Keeper,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",20.625,/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg,"A tale of life, love, and letting go.",Drama,"Mark Johnson Productions, Gran Via Productions, Curmudgeon Films, New Line Cinema",United States of America,English,"sibling relationship, court case, parent child relationship, in vitro fertilisation, medical examiner, kidney transplant ",7.3,['Amazon Prime Video']
1570,2236,688,The Bridges of Madison County,7.687,1933,Released,1995-06-02,182016617,135,False,/4TnGcUsyd6ixuLWHaaEG5BGkAIp.jpg,24000000,,tt0112579,en,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,21.869,/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,"Drama, Romance","Amblin Entertainment, Malpaso Productions, Warner Bros. Pictures",United States of America,English,"adultery, secret love, husband wife relationship, based on novel or book, love of one's life, unsociability, marriage crisis, photographer, love at first sight, photography, peasant, mother role, iowa, bridge, housewife, love letter",7.6,['Amazon Prime Video']
1571,2237,967,Spartacus,7.55,1931,Released,1960-10-13,60000000,197,False,/aheSIG4h3JNxWeDvdb1NxKzgjaM.jpg,12000000,,tt0054331,en,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",35.343,/xLPpQlFWE12cbqNJQ5Vf4eJU8ij.jpg,They trained him to kill for their pleasure ... but they trained him a little too well,"History, War, Drama, Adventure",Bryna Productions,United States of America,English,"epic, gladiator, roman empire, gladiator fight, slavery, insurgence, ancient rome, gay interest, historical fiction, torture, ancient world, slave, technicolor, criterion, escaped slave, 1st century",7.9,['Amazon Prime Video']
1572,2238,147,The 400 Blows,8.061,1931,Released,1959-06-03,0,99,False,/63HcRYJI4LKeo8sINlL71ZtlUFY.jpg,0,,tt0053198,fr,Les Quatre Cents Coups,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",14.392,/12PuU23kkDLvTd0nb8hMlE3oShB.jpg,Angel faces hell-bent for violence.,Drama,"Les Films du Carrosse, Sédif Productions",France,"English, French","paris, france, delinquent, coming of age, fingerprint, semi autobiographical, skipping school, mugshot, strict teacher, montmartre, paris",8.0,['Amazon Prime Video']
1573,2240,797,Persona,8.226,1928,Released,1966-10-18,0,83,False,/sj2aZDetPE8RoOCAm5QJitCNfLr.jpg,0,,tt0060827,sv,Persona,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.",19.221,/bdXbfUir63TQHA5NTNcXPICZCW8.jpg,Ingmar Bergman's most personal and original film,Drama,SF Studios,Sweden,Swedish,"dream, nurse, confession, identity crisis, mental breakdown, betrayal, mute, patient, psychiatry, submerged, institution, dual personality, stage actress, duality, dissociative identities",8.0,['Amazon Prime Video']
1577,2247,776503,CODA,7.967,1922,Released,2021-08-11,1600000,112,False,/v85FlkbMYKa5du1glm0YfYNsL2n.jpg,10000000,https://tv.apple.com/movie/umc.cmc.3eh9r5iz32ggdm4ccvw5igiir,tt10366460,en,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",27.109,/BzVjmm8l23rPsijLiNLUzuQtyd.jpg,Every family has its own language.,"Drama, Music, Romance","Vendôme Pictures, Pathé, Picture Perfect Entertainment","France, United States of America","English, Spanish","parent child relationship, music teacher, fishing, deaf, massachusetts, coming of age, remake, singing, family, first love, disability, based on movie, woman director, sign languages, school choir, music school, teenager",8.0,"['Amazon Prime Video', 'Apple TV+']"
1578,2248,11474,The Warriors,7.675,1922,Released,1979-02-09,22490039,94,False,/m2hhAw6VsKYS7bjV19ZVeyVcHPO.jpg,4000000,,tt0080120,en,The Warriors,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",30.244,/fCDXAJcPvpsMd5CL1kBKkkNGW3X.jpg,These are the armies of the night.,"Action, Thriller",Paramount,United States of America,English,"new york city, street gang, gangster, disc jockey, gang war, coney island, survival, pursuit, gang member, new york subway, girl gang, warrior, the warriors, violence",7.5,['Amazon Prime Video']
1579,2250,446893,Trolls World Tour,7.349,1921,Released,2020-03-11,49276818,90,False,/ybGEvB6725PkVuUfEo2txLGRwTj.jpg,90000000,https://www.dreamworks.com/movies/trolls-world-tour,tt6587640,en,Trolls World Tour,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",33.796,/7W0G3YECgDAfnuiHG91r8WqgIOe.jpg,Happiest. Movie. Ever.,"Family, Animation, Comedy, Fantasy, Adventure, Music","DreamWorks Animation, Universal Pictures, dentsu",United States of America,English,"dancing, friendship, concert, country music, guitar, cloud, saxophone, sequel, jail, based on toy, rock music, alien abduction, singing, king, desert, pop music, flute, mirage, electronic music, k-pop, spaceship, jukebox musical",6.1,['Amazon Prime Video']
1581,2253,832,M,8.095,1913,Released,1931-05-11,0,109,False,/r8Un26Y8GhcIdtmVZVnUOccnHaj.jpg,0,,tt0022100,de,M - Eine Stadt sucht einen Mörder,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",22.664,/slsS6jT6SXjcTPOrsFcLIrHboXA.jpg,Who is the murderer?,"Drama, Thriller, Crime",Nero-Film AG,Germany,German,"berlin, germany, germany, psychopath, detective inspector, child murder, investigation, organized crime, serial killer, black and white, criminal, pre-code, psycho, expressionism, criterion, german expressionism, crime",8.3,['Amazon Prime Video']
1584,2257,1523,The Last King of Scotland,7.421,1909,Released,2006-01-12,48618191,123,False,/tO40eTUxPoKrmMKBDWViA9pVYg3.jpg,6000000,,tt0455590,en,The Last King of Scotland,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",21.413,/mTtgpH6UnHUtD8moRJUzfGLOZTj.jpg,Charming. Magnetic. Murderous.,Drama,"Fox Searchlight Pictures, Cowboy Films, DNA Films, Scottish Screen, UK Film Council, Film4 Productions, Slate Films, Tatfilm","United States of America, United Kingdom","English, French, German, Swahili","diplomat, luxury, naivety, based on novel or book, general, kidnapping, dictator, africa, mass murder, 1970s, charisma, polygamy, uganda, dictatorship, historical fiction, doctor, idi amin, scottish, kampala",7.6,['Amazon Prime Video']
